id$task_id$name$worker_id$logs
10f033e1c8ab4f76997519382ee5cd75$10682$Voice Recording: Control$2105$"[{""ts"": 1740795462837, ""message"": ""Task Specification: Start""}, {""ts"": 1740795462862, ""message"": ""PlatformTextController: End""}, {""ts"": 1740795462896, ""message"": ""UserAudioComponent: Start""}, {""ts"": 1740795469072, ""message"": ""Started audio recorder""}, {""ts"": 1740795479136, ""message"": ""Stopped audio recorder""}, {""ts"": 1740795480085, ""message"": ""UserAudioComponent: End""}, {""ts"": 1740795480111, ""message"": ""Task Specification: End""}]"
a4bd0a024a7547b29052380884a8102e$10682$Voice Recording: Control$2105$"[{""ts"": 1740795618025, ""message"": ""Task Specification: Start""}, {""ts"": 1740795618051, ""message"": ""PlatformTextController: End""}, {""ts"": 1740795618087, ""message"": ""UserAudioComponent: Start""}, {""ts"": 1740795621938, ""message"": ""Started audio recorder""}, {""ts"": 1740795633771, ""message"": ""Stopped audio recorder""}, {""ts"": 1740795634407, ""message"": ""UserAudioComponent: End""}, {""ts"": 1740795634430, ""message"": ""Task Specification: End""}]"
05cc2ff4e4f341f69bd3d28c2bd60772$10682$Voice Recording: Control$2105$"[{""ts"": 1740795744735, ""message"": ""Task Specification: Start""}, {""ts"": 1740795744771, ""message"": ""PlatformTextController: End""}, {""ts"": 1740795744799, ""message"": ""UserAudioComponent: Start""}, {""ts"": 1740795751740, ""message"": ""Started audio recorder""}, {""ts"": 1740795759556, ""message"": ""Stopped audio recorder""}, {""ts"": 1740795760659, ""message"": ""Started audio recorder""}, {""ts"": 1740795768926, ""message"": ""Stopped audio recorder""}, {""ts"": 1740795769459, ""message"": ""UserAudioComponent: End""}, {""ts"": 1740795769493, ""message"": ""Task Specification: End""}]"
a8cb59f2abd24737bbe5c18aacba24f0$10682$Voice Recording: Control$2105$"[{""ts"": 1740796077493, ""message"": ""Task Specification: Start""}, {""ts"": 1740796077518, ""message"": ""PlatformTextController: End""}, {""ts"": 1740796077545, ""message"": ""UserAudioComponent: Start""}, {""ts"": 1740796078982, ""message"": ""Started audio recorder""}, {""ts"": 1740796085339, ""message"": ""Stopped audio recorder""}, {""ts"": 1740796086091, ""message"": ""UserAudioComponent: End""}, {""ts"": 1740796086119, ""message"": ""Task Specification: End""}]"
038f1781841d4fa2b36e727b79e07637$10682$Voice Recording: Control$17941$"[{""ts"": 1739955088383, ""message"": ""Task Specification: Start""}, {""ts"": 1739955088410, ""message"": ""PlatformTextController: End""}, {""ts"": 1739957117903, ""message"": ""Task Specification: Start""}, {""ts"": 1739957117906, ""message"": ""PlatformTextController: End""}, {""ts"": 1739957117964, ""message"": ""UserAudioComponent: Start""}, {""ts"": 1739957303079, ""message"": ""Started audio recorder""}, {""ts"": 1739957328531, ""message"": ""Stopped audio recorder""}, {""ts"": 1739957329491, ""message"": ""UserAudioComponent: End""}, {""ts"": 1739957329526, ""message"": ""Task Specification: End""}]"
09df327bb6ca46cc8ab59ae2633e9ee6$10682$Voice Recording: Control$17941$"[{""ts"": 1739957765149, ""message"": ""Task Specification: Start""}, {""ts"": 1739957765181, ""message"": ""PlatformTextController: End""}, {""ts"": 1739957765205, ""message"": ""UserAudioComponent: Start""}, {""ts"": 1739957770595, ""message"": {""UserAudioController:: destroyed"": ""User exited task screen""}}, {""ts"": 1739957998227, ""message"": ""Task Specification: Start""}, {""ts"": 1739957998229, ""message"": ""UserAudioComponent: Start""}, {""ts"": 1739958015388, ""message"": ""Started audio recorder""}, {""ts"": 1739958030688, ""message"": ""Stopped audio recorder""}, {""ts"": 1739958034254, ""message"": ""UserAudioComponent: End""}, {""ts"": 1739958034301, ""message"": ""Task Specification: End""}]"
ffc17b6ea8184220a9a43257bbdd32c2$10682$Voice Recording: Control$4788$"[{""ts"": 1740028409185, ""message"": ""Task Specification: Start""}, {""ts"": 1740028409200, ""message"": ""PlatformTextController: End""}, {""ts"": 1740028409217, ""message"": ""UserAudioComponent: Start""}, {""ts"": 1740028411074, ""message"": ""Started audio recorder""}, {""ts"": 1740028418373, ""message"": ""Stopped audio recorder""}, {""ts"": 1740028419022, ""message"": ""UserAudioComponent: End""}, {""ts"": 1740028419029, ""message"": ""Task Specification: End""}]"
564b36cba18a44cf8669dae68535f70f$10682$Voice Recording: Control$2281$"[{""ts"": 1740020622923, ""message"": ""Task Specification: Start""}, {""ts"": 1740020622933, ""message"": ""PlatformTextController: End""}, {""ts"": 1740020622945, ""message"": ""UserAudioComponent: Start""}, {""ts"": 1740020625076, ""message"": ""Started audio recorder""}, {""ts"": 1740020631307, ""message"": ""Stopped audio recorder""}, {""ts"": 1740020632708, ""message"": ""UserAudioComponent: End""}, {""ts"": 1740020632725, ""message"": ""Task Specification: End""}]"
fa51b27821004f0baa1276e7445199fc$10682$Voice Recording: Control$4790$"[{""ts"": 1740037955838, ""message"": ""Task Specification: Start""}, {""ts"": 1740037955892, ""message"": ""PlatformTextController: End""}, {""ts"": 1740037955930, ""message"": ""UserAudioComponent: Start""}, {""ts"": 1740037965217, ""message"": ""Started audio recorder""}, {""ts"": 1740037971939, ""message"": ""Stopped audio recorder""}, {""ts"": 1740037975275, ""message"": ""UserAudioComponent: End""}, {""ts"": 1740037975308, ""message"": ""Task Specification: End""}]"
f4cb751f37ca49d7bdc2658ed2419430$10682$Voice Recording: Control$11656$"[{""ts"": 1740049326134, ""message"": ""Task Specification: Start""}, {""ts"": 1740049326145, ""message"": ""PlatformTextController: End""}, {""ts"": 1740049326155, ""message"": ""UserAudioComponent: Start""}, {""ts"": 1740049327266, ""message"": ""Started audio recorder""}, {""ts"": 1740049335231, ""message"": ""Stopped audio recorder""}, {""ts"": 1740049336620, ""message"": ""UserAudioComponent: End""}, {""ts"": 1740049336632, ""message"": ""Task Specification: End""}]"
ad2c83dcfd694b448459f646a7ecc845$10682$Voice Recording: Control$11656$"[{""ts"": 1740049466648, ""message"": ""Task Specification: Start""}, {""ts"": 1740049466673, ""message"": ""PlatformTextController: End""}, {""ts"": 1740049466685, ""message"": ""UserAudioComponent: Start""}, {""ts"": 1740049467993, ""message"": ""Started audio recorder""}, {""ts"": 1740049473706, ""message"": ""Stopped audio recorder""}, {""ts"": 1740049474354, ""message"": ""Started audio recorder""}, {""ts"": 1740049479727, ""message"": ""Stopped audio recorder""}, {""ts"": 1740049486373, ""message"": ""UserAudioComponent: End""}, {""ts"": 1740049486387, ""message"": ""Task Specification: End""}]"
d8dfc5f39d77485cbb3e11a1c838f6a5$10682$Voice Recording: Control$26559$"[{""ts"": 1740711452172, ""message"": ""Task Specification: Start""}, {""ts"": 1740711452219, ""message"": ""PlatformTextController: End""}, {""ts"": 1740711452247, ""message"": ""UserAudioComponent: Start""}, {""ts"": 1740711453050, ""message"": ""Started audio recorder""}, {""ts"": 1740711459077, ""message"": ""Stopped audio recorder""}, {""ts"": 1740711459611, ""message"": ""UserAudioComponent: End""}, {""ts"": 1740711459647, ""message"": ""Task Specification: End""}]"
ddd43cad745e426f817aca264c6f40b0$10682$Voice Recording: Control$26559$"[{""ts"": 1740711141558, ""message"": ""Task Specification: Start""}, {""ts"": 1740711141607, ""message"": ""PlatformTextController: End""}, {""ts"": 1740711141646, ""message"": ""UserAudioComponent: Start""}, {""ts"": 1740711142745, ""message"": ""Started audio recorder""}, {""ts"": 1740711152582, ""message"": ""Stopped audio recorder""}, {""ts"": 1740711153521, ""message"": ""UserAudioComponent: End""}, {""ts"": 1740711153592, ""message"": ""Task Specification: End""}]"
