id$task_id$name$worker_id$logs
f4b0a3d360e74839b9a60d9c8f22b605$10681$Voice Recording: Latent Treatment$15720$"[{""ts"": 1737355829153, ""message"": ""Task Specification: Start""}, {""ts"": 1737355829183, ""message"": ""PlatformTextController: End""}, {""ts"": 1737355829216, ""message"": ""UserAudioComponent: Start""}, {""ts"": 1737355829225, ""message"": ""Microphone permission not granted""}, {""ts"": 1737355831346, ""message"": ""Task Specification: Start""}, {""ts"": 1737355831349, ""message"": ""UserAudioComponent: Start""}, {""ts"": 1737355867295, ""message"": ""Started audio recorder""}, {""ts"": 1737355878789, ""message"": ""Stopped audio recorder""}, {""ts"": 1737355879969, ""message"": ""UserAudioComponent: End""}, {""ts"": 1737355880012, ""message"": ""Task Specification: End""}]"
e4f9a0c2efa04395b654c03873715660$10681$Voice Recording: Latent Treatment$30109$"[{""ts"": 1740013881647, ""message"": ""Task Specification: Start""}, {""ts"": 1740013881668, ""message"": ""PlatformTextController: End""}, {""ts"": 1740013881694, ""message"": ""UserAudioComponent: Start""}, {""ts"": 1740013882770, ""message"": ""Started audio recorder""}, {""ts"": 1740013886118, ""message"": ""Stopped audio recorder""}, {""ts"": 1740013886801, ""message"": ""Started audio recorder""}, {""ts"": 1740013889440, ""message"": ""Stopped audio recorder""}, {""ts"": 1740013889955, ""message"": ""Started audio recorder""}, {""ts"": 1740013898806, ""message"": ""Audio recording paused""}, {""ts"": 1740013899311, ""message"": ""Audio recording resumed""}, {""ts"": 1740013899852, ""message"": ""Audio recording paused""}, {""ts"": 1740013900309, ""message"": ""Stopped audio recorder""}, {""ts"": 1740013900807, ""message"": ""UserAudioComponent: End""}, {""ts"": 1740013900820, ""message"": ""Task Specification: End""}]"
159c121878fa45188f9f0267cb473b7f$10681$Voice Recording: Latent Treatment$2223$"[{""ts"": 1740027435137, ""message"": ""Task Specification: Start""}, {""ts"": 1740027435150, ""message"": ""PlatformTextController: End""}, {""ts"": 1740027435163, ""message"": ""UserAudioComponent: Start""}, {""ts"": 1740027435905, ""message"": ""Started audio recorder""}, {""ts"": 1740027443078, ""message"": ""Stopped audio recorder""}, {""ts"": 1740027443811, ""message"": ""UserAudioComponent: End""}, {""ts"": 1740027443836, ""message"": ""Task Specification: End""}]"
8411dbb317264855adf161aaabca2a1b$10681$Voice Recording: Latent Treatment$2223$"[{""ts"": 1740029209056, ""message"": ""Task Specification: Start""}, {""ts"": 1740029209072, ""message"": ""PlatformTextController: End""}, {""ts"": 1740029209090, ""message"": ""UserAudioComponent: Start""}, {""ts"": 1740029209846, ""message"": ""Started audio recorder""}, {""ts"": 1740029215951, ""message"": ""Stopped audio recorder""}, {""ts"": 1740029216567, ""message"": ""UserAudioComponent: End""}, {""ts"": 1740029216583, ""message"": ""Task Specification: End""}]"
991dcca170bc4b319e35ab15c41af4d3$10681$Voice Recording: Latent Treatment$4889$"[{""ts"": 1740066992069, ""message"": ""Task Specification: Start""}, {""ts"": 1740066992083, ""message"": ""PlatformTextController: End""}, {""ts"": 1740066992152, ""message"": ""UserAudioComponent: Start""}, {""ts"": 1740066996271, ""message"": ""Started audio recorder""}, {""ts"": 1740067000805, ""message"": ""Stopped audio recorder""}, {""ts"": 1740067001561, ""message"": ""UserAudioComponent: End""}, {""ts"": 1740067001568, ""message"": ""Task Specification: End""}]"
07bdca9e22374464b7724c00e92f111e$10681$Voice Recording: Latent Treatment$4889$"[{""ts"": 1740066747078, ""message"": ""Task Specification: Start""}, {""ts"": 1740066747112, ""message"": ""PlatformTextController: End""}, {""ts"": 1740066747136, ""message"": ""UserAudioComponent: Start""}, {""ts"": 1740066748118, ""message"": ""Started audio recorder""}, {""ts"": 1740066756213, ""message"": ""Stopped audio recorder""}, {""ts"": 1740066757233, ""message"": ""UserAudioComponent: End""}, {""ts"": 1740066757239, ""message"": ""Task Specification: End""}]"
7754dab47bff45a7b0310522d12d9e1c$10681$Voice Recording: Latent Treatment$5324$"[{""ts"": 1740127126539, ""message"": ""Task Specification: Start""}, {""ts"": 1740127126552, ""message"": ""PlatformTextController: End""}, {""ts"": 1740127126578, ""message"": ""UserAudioComponent: Start""}, {""ts"": 1740127126582, ""message"": ""Microphone permission not granted""}, {""ts"": 1740127130281, ""message"": ""Task Specification: Start""}, {""ts"": 1740127130283, ""message"": ""UserAudioComponent: Start""}, {""ts"": 1740127141660, ""message"": ""Started audio recorder""}, {""ts"": 1740127154148, ""message"": ""Audio recording paused""}, {""ts"": 1740127157651, ""message"": ""Audio recording resumed""}, {""ts"": 1740127158988, ""message"": ""Audio recording paused""}, {""ts"": 1740127195462, ""message"": ""Stopped audio recorder""}, {""ts"": 1740127200836, ""message"": ""Started audio recorder""}, {""ts"": 1740127211454, ""message"": ""Audio recording paused""}, {""ts"": 1740127220362, ""message"": {""UserAudioController:: destroyed"": ""User exited task screen""}}, {""ts"": 1740127220364, ""message"": ""Stopped audio recorder""}, {""ts"": 1740127222990, ""message"": ""Task Specification: Start""}, {""ts"": 1740127222990, ""message"": ""UserAudioComponent: Start""}, {""ts"": 1740127225864, ""message"": ""Started audio recorder""}, {""ts"": 1740127236638, ""message"": ""Audio recording paused""}, {""ts"": 1740127276972, ""message"": {""UserAudioController:: destroyed"": ""User exited task screen""}}, {""ts"": 1740127276975, ""message"": ""Stopped audio recorder""}, {""ts"": 1740127279409, ""message"": ""Task Specification: Start""}, {""ts"": 1740127279426, ""message"": ""UserAudioComponent: Start""}, {""ts"": 1740127284288, ""message"": ""Started audio recorder""}, {""ts"": 1740127296781, ""message"": ""Audio recording paused""}, {""ts"": 1740127314514, ""message"": ""Audio recording resumed""}, {""ts"": 1740127316594, ""message"": ""Audio recording paused""}, {""ts"": 1740127373237, ""message"": ""Audio recording resumed""}, {""ts"": 1740127378204, ""message"": ""Stopped audio recorder""}, {""ts"": 1740127382286, ""message"": ""Started audio recorder""}, {""ts"": 1740127393493, ""message"": ""Audio recording paused""}, {""ts"": 1740127408915, ""message"": ""Audio recording resumed""}, {""ts"": 1740127409723, ""message"": ""Audio recording paused""}, {""ts"": 1740127416046, ""message"": {""UserAudioController:: destroyed"": ""User exited task screen""}}, {""ts"": 1740127416047, ""message"": ""Stopped audio recorder""}, {""ts"": 1740127521161, ""message"": ""Task Specification: Start""}, {""ts"": 1740127521167, ""message"": ""UserAudioComponent: Start""}, {""ts"": 1740127523613, ""message"": ""Started audio recorder""}, {""ts"": 1740127532247, ""message"": ""Stopped audio recorder""}, {""ts"": 1740127534004, ""message"": ""UserAudioComponent: End""}, {""ts"": 1740127534043, ""message"": ""Task Specification: End""}]"
b37d6348c27d46fba94fa9334f79102f$10681$Voice Recording: Latent Treatment$27766$"[{""ts"": 1740143987400, ""message"": ""Task Specification: Start""}, {""ts"": 1740143987420, ""message"": ""PlatformTextController: End""}, {""ts"": 1740143987447, ""message"": ""UserAudioComponent: Start""}, {""ts"": 1740143988239, ""message"": ""Started audio recorder""}, {""ts"": 1740143993676, ""message"": ""Stopped audio recorder""}, {""ts"": 1740144000729, ""message"": ""UserAudioComponent: End""}, {""ts"": 1740144000752, ""message"": ""Task Specification: End""}]"
ed08d2456a3d4627bbb1d4a5f2cbed99$10681$Voice Recording: Latent Treatment$27766$"[{""ts"": 1740143798781, ""message"": ""Task Specification: Start""}, {""ts"": 1740143798817, ""message"": ""PlatformTextController: End""}, {""ts"": 1740143798840, ""message"": ""UserAudioComponent: Start""}, {""ts"": 1740143799764, ""message"": ""Started audio recorder""}, {""ts"": 1740143803401, ""message"": ""Stopped audio recorder""}, {""ts"": 1740143804185, ""message"": ""Started audio recorder""}, {""ts"": 1740143807892, ""message"": ""Stopped audio recorder""}, {""ts"": 1740143814577, ""message"": {""UserAudioController:: destroyed"": ""User exited task screen""}}, {""ts"": 1740143816056, ""message"": ""Task Specification: Start""}, {""ts"": 1740143816069, ""message"": ""UserAudioComponent: Start""}, {""ts"": 1740143817409, ""message"": ""Started audio recorder""}, {""ts"": 1740143832221, ""message"": ""Stopped audio recorder""}, {""ts"": 1740143833277, ""message"": ""Started audio recorder""}, {""ts"": 1740143842721, ""message"": ""Stopped audio recorder""}, {""ts"": 1740143844639, ""message"": ""Started audio recorder""}, {""ts"": 1740143850764, ""message"": ""Stopped audio recorder""}, {""ts"": 1740143853434, ""message"": {""UserAudioController:: destroyed"": ""User exited task screen""}}, {""ts"": 1740143858260, ""message"": ""Task Specification: Start""}, {""ts"": 1740143858276, ""message"": ""UserAudioComponent: Start""}, {""ts"": 1740143862934, ""message"": {""UserAudioController:: destroyed"": ""User exited task screen""}}, {""ts"": 1740143879843, ""message"": ""Task Specification: Start""}, {""ts"": 1740143879859, ""message"": ""UserAudioComponent: Start""}, {""ts"": 1740143889926, ""message"": ""Started audio recorder""}, {""ts"": 1740143904667, ""message"": ""Stopped audio recorder""}, {""ts"": 1740143905387, ""message"": ""Started audio recorder""}, {""ts"": 1740143914234, ""message"": ""Stopped audio recorder""}, {""ts"": 1740143915512, ""message"": ""Started audio recorder""}, {""ts"": 1740143927603, ""message"": ""Stopped audio recorder""}, {""ts"": 1740143928430, ""message"": ""Started audio recorder""}, {""ts"": 1740143933742, ""message"": ""Stopped audio recorder""}, {""ts"": 1740143946137, ""message"": ""Started audio recorder""}, {""ts"": 1740143951182, ""message"": ""Stopped audio recorder""}, {""ts"": 1740143951543, ""message"": ""Started audio recorder""}, {""ts"": 1740143965049, ""message"": ""Stopped audio recorder""}, {""ts"": 1740143965518, ""message"": ""UserAudioComponent: End""}, {""ts"": 1740143965543, ""message"": ""Task Specification: End""}]"
7711095dbe8847bbb4393a260ac8d736$10681$Voice Recording: Latent Treatment$27766$"[{""ts"": 1740144127868, ""message"": ""Task Specification: Start""}, {""ts"": 1740144127909, ""message"": ""PlatformTextController: End""}, {""ts"": 1740144127942, ""message"": ""UserAudioComponent: Start""}, {""ts"": 1740144183303, ""message"": ""Started audio recorder""}, {""ts"": 1740144185831, ""message"": ""Stopped audio recorder""}, {""ts"": 1740144191616, ""message"": ""Started audio recorder""}, {""ts"": 1740144200403, ""message"": ""Stopped audio recorder""}, {""ts"": 1740144201288, ""message"": ""UserAudioComponent: End""}, {""ts"": 1740144201322, ""message"": ""Task Specification: End""}]"
9a66c85372f0408d8dcb5605b622acf8$10681$Voice Recording: Latent Treatment$27766$"[{""ts"": 1740143965853, ""message"": ""Task Specification: Start""}, {""ts"": 1740143965904, ""message"": ""PlatformTextController: End""}, {""ts"": 1740143965936, ""message"": ""UserAudioComponent: Start""}, {""ts"": 1740143967646, ""message"": ""Started audio recorder""}, {""ts"": 1740143970990, ""message"": ""Stopped audio recorder""}, {""ts"": 1740143971325, ""message"": ""UserAudioComponent: End""}, {""ts"": 1740143971347, ""message"": ""Task Specification: End""}, {""ts"": 1740143972841, ""message"": ""Task Specification: Start""}, {""ts"": 1740143972845, ""message"": ""UserAudioComponent: Start""}, {""ts"": 1740143974572, ""message"": ""Started audio recorder""}, {""ts"": 1740143980937, ""message"": ""Stopped audio recorder""}, {""ts"": 1740143981438, ""message"": ""UserAudioComponent: End""}, {""ts"": 1740143981442, ""message"": ""Task Specification: End""}]"
3e1af0e027214813a7f3cc090adfbc4e$10681$Voice Recording: Latent Treatment$21528$"[{""ts"": 1740129683418, ""message"": ""Task Specification: Start""}, {""ts"": 1740129683433, ""message"": ""PlatformTextController: End""}, {""ts"": 1740129683449, ""message"": ""UserAudioComponent: Start""}, {""ts"": 1740129685905, ""message"": ""Started audio recorder""}, {""ts"": 1740129687893, ""message"": ""Stopped audio recorder""}, {""ts"": 1740129690301, ""message"": ""UserAudioComponent: End""}, {""ts"": 1740129690321, ""message"": ""Task Specification: End""}]"
