id$task_id$name$worker_id$logs
44aba00768484a7dbe52570b517bdbe9$10686$Image Labelling : Explicit Treatment$19190$"[{""ts"": 1741078322103, ""message"": ""Task Specification: Start""}, {""ts"": 1741078322123, ""message"": ""PlatformTextController: End""}, {""ts"": 1741078322148, ""message"": ""PlatformTextController: End""}, {""ts"": 1741078322158, ""message"": ""UserTextComponent: Start""}, {""ts"": 1741078338632, ""message"": ""UserTextComponent: End""}, {""ts"": 1741078338648, ""message"": ""Task Specification: End""}]"
df453d96d42e417d83bd4637898e941e$10686$Image Labelling : Explicit Treatment$19190$"[{""ts"": 1741078234490, ""message"": ""Task Specification: Start""}, {""ts"": 1741078234497, ""message"": ""PlatformTextController: End""}, {""ts"": 1741078234514, ""message"": ""PlatformTextController: End""}, {""ts"": 1741078234521, ""message"": ""UserImageAnnotationComponent: Start""}, {""ts"": 1741078237624, ""message"": ""UserImageAnnotationComponent: End""}, {""ts"": 1741078237634, ""message"": ""Task Specification: End""}]"
084fa017fb5b41a4acea4eb6411fe1ae$10686$Image Labelling : Explicit Treatment$19190$"[{""ts"": 1741078245907, ""message"": ""Task Specification: Start""}, {""ts"": 1741078245931, ""message"": ""PlatformTextController: End""}, {""ts"": 1741078245957, ""message"": ""PlatformTextController: End""}, {""ts"": 1741078245964, ""message"": ""UserImageAnnotationComponent: Start""}, {""ts"": 1741078254565, ""message"": ""UserImageAnnotationComponent: End""}, {""ts"": 1741078254582, ""message"": ""Task Specification: End""}]"
3cc6371047c742708ac56c4c97ca6cb8$10686$Image Labelling : Explicit Treatment$19190$"[{""ts"": 1741078356665, ""message"": ""Task Specification: Start""}, {""ts"": 1741078356674, ""message"": ""PlatformTextController: End""}, {""ts"": 1741078356690, ""message"": ""PlatformTextController: End""}, {""ts"": 1741078356700, ""message"": ""UserImageAnnotationComponent: Start""}, {""ts"": 1741078363439, ""message"": ""UserImageAnnotationComponent: End""}, {""ts"": 1741078363445, ""message"": ""Task Specification: End""}]"
dd3e9135c8ca40a3abfdc002d92f3b83$10686$Image Labelling : Explicit Treatment$19190$"[{""ts"": 1741078160482, ""message"": ""Task Specification: Start""}, {""ts"": 1741078160493, ""message"": ""PlatformTextController: End""}, {""ts"": 1741078160508, ""message"": ""PlatformTextController: End""}, {""ts"": 1741078160516, ""message"": ""UserTextComponent: Start""}, {""ts"": 1741078167572, ""message"": ""UserTextComponent: End""}, {""ts"": 1741078167584, ""message"": ""Task Specification: End""}]"
56f9e1709c384e569345f06de37530ff$10686$Image Labelling : Explicit Treatment$20426$"[{""ts"": 1741077949377, ""message"": ""Task Specification: Start""}, {""ts"": 1741077949395, ""message"": ""PlatformTextController: End""}, {""ts"": 1741077949445, ""message"": ""PlatformTextController: End""}, {""ts"": 1741077949461, ""message"": ""UserImageAnnotationComponent: Start""}, {""ts"": 1741078035788, ""message"": ""UserImageAnnotationComponent: End""}, {""ts"": 1741078035915, ""message"": ""Task Specification: End""}]"
592bfc95a5a24325acf97f606782828c$10686$Image Labelling : Explicit Treatment$20426$"[{""ts"": 1741078081688, ""message"": ""Task Specification: Start""}, {""ts"": 1741078081699, ""message"": ""PlatformTextController: End""}, {""ts"": 1741078081744, ""message"": ""PlatformTextController: End""}, {""ts"": 1741078081780, ""message"": ""UserImageAnnotationComponent: Start""}, {""ts"": 1741078113013, ""message"": ""UserImageAnnotationComponent: End""}, {""ts"": 1741078113026, ""message"": ""Task Specification: End""}]"
0e49474e5d124061abd8eaba61853f79$10686$Image Labelling : Explicit Treatment$4682$"[{""ts"": 1741077401345, ""message"": ""Task Specification: Start""}, {""ts"": 1741077401354, ""message"": ""PlatformTextController: End""}, {""ts"": 1741077401376, ""message"": ""PlatformTextController: End""}, {""ts"": 1741077401391, ""message"": ""UserTextComponent: Start""}, {""ts"": 1741077434676, ""message"": ""UserTextComponent: End""}, {""ts"": 1741077434685, ""message"": ""Task Specification: End""}]"
a00cf822bed945a0a6abb793568d43cc$10686$Image Labelling : Explicit Treatment$20426$"[{""ts"": 1741078342376, ""message"": ""Task Specification: Start""}, {""ts"": 1741078342420, ""message"": ""PlatformTextController: End""}, {""ts"": 1741078342475, ""message"": ""PlatformTextController: End""}, {""ts"": 1741078342519, ""message"": ""UserImageAnnotationComponent: Start""}, {""ts"": 1741078351495, ""message"": ""UserImageAnnotationComponent: End""}, {""ts"": 1741078351509, ""message"": ""Task Specification: End""}]"
c91ea9651f664d189c4e6761dcc2a445$10686$Image Labelling : Explicit Treatment$20426$"[{""ts"": 1741078326553, ""message"": ""Task Specification: Start""}, {""ts"": 1741078326574, ""message"": ""PlatformTextController: End""}, {""ts"": 1741078326612, ""message"": ""PlatformTextController: End""}, {""ts"": 1741078326632, ""message"": ""UserImageAnnotationComponent: Start""}, {""ts"": 1741078334843, ""message"": ""UserImageAnnotationComponent: End""}, {""ts"": 1741078334854, ""message"": ""Task Specification: End""}]"
