id$task_id$name$worker_id$logs
4984e2c0dcb546768a3b7d4cad4bcd82$10683$Audio Transcription : Explicit Treatment$15720$"[{""ts"": 1740800288062, ""message"": ""Task Specification: Start""}, {""ts"": 1740800288092, ""message"": ""PlatformTextController: End""}, {""ts"": 1740800288112, ""message"": ""PlatformAudioController: End""}, {""ts"": 1740800288138, ""message"": ""UserTextComponent: Start""}, {""ts"": 1740800291721, ""message"": ""UserTextController destroyed: User exited task screen""}, {""ts"": 1740800296541, ""message"": ""Task Specification: Start""}, {""ts"": 1740800296550, ""message"": ""UserTextComponent: Start""}, {""ts"": 1740800887361, ""message"": ""UserTextComponent: End""}, {""ts"": 1740800887457, ""message"": ""Task Specification: End""}]"
2bdaeb5c06d14c7dbef2b0e956a0d2c5$10683$Audio Transcription : Explicit Treatment$4682$"[{""ts"": 1741629319219, ""message"": ""Task Specification: Start""}, {""ts"": 1741629319263, ""message"": ""PlatformTextController: End""}, {""ts"": 1741629319301, ""message"": ""PlatformAudioController: End""}, {""ts"": 1741629319338, ""message"": ""UserTextComponent: Start""}, {""ts"": 1741629777713, ""message"": ""UserTextComponent: End""}, {""ts"": 1741629777774, ""message"": ""Task Specification: End""}]"
6929859661e44d80a6d24593b2a24bef$10683$Audio Transcription : Explicit Treatment$15720$"[{""ts"": 1740676612014, ""message"": ""Task Specification: Start""}, {""ts"": 1740676612100, ""message"": ""PlatformTextController: End""}, {""ts"": 1740676612126, ""message"": ""PlatformAudioController: End""}, {""ts"": 1740676612156, ""message"": ""UserTextComponent: Start""}, {""ts"": 1740676654128, ""message"": ""UserTextController destroyed: User exited task screen""}, {""ts"": 1740677056190, ""message"": ""Task Specification: Start""}, {""ts"": 1740677056209, ""message"": ""UserTextComponent: Start""}, {""ts"": 1740677970030, ""message"": ""UserTextComponent: End""}, {""ts"": 1740677970245, ""message"": ""Task Specification: End""}]"
08ef18e276a34b2f8e95322b622e3516$10683$Audio Transcription : Explicit Treatment$9621$"[{""ts"": 1741793098613, ""message"": ""Task Specification: Start""}, {""ts"": 1741793098629, ""message"": ""PlatformTextController: End""}, {""ts"": 1741793098670, ""message"": ""PlatformAudioController: End""}, {""ts"": 1741793098708, ""message"": ""UserTextComponent: Start""}, {""ts"": 1741793175734, ""message"": ""UserTextComponent: End""}, {""ts"": 1741793175741, ""message"": ""Task Specification: End""}]"
e5f8350eb21d437f9cade1f01c74daf2$10683$Audio Transcription : Explicit Treatment$20426$"[{""ts"": 1741255695605, ""message"": ""Task Specification: Start""}, {""ts"": 1741255695638, ""message"": ""PlatformTextController: End""}, {""ts"": 1741255695661, ""message"": ""PlatformAudioController: End""}, {""ts"": 1741255695690, ""message"": ""UserTextComponent: Start""}, {""ts"": 1741255853757, ""message"": ""UserTextComponent: End""}, {""ts"": 1741255853809, ""message"": ""Task Specification: End""}]"
1552ce5187754c48b412f73b91006713$10683$Audio Transcription : Explicit Treatment$34810$"[{""ts"": 1741231565664, ""message"": ""Task Specification: Start""}, {""ts"": 1741231565686, ""message"": ""PlatformTextController: End""}, {""ts"": 1741231565711, ""message"": ""PlatformAudioController: End""}, {""ts"": 1741231565736, ""message"": ""UserTextComponent: Start""}, {""ts"": 1741233346082, ""message"": ""UserTextComponent: End""}, {""ts"": 1741233346188, ""message"": ""Task Specification: End""}, {""ts"": 1741233691493, ""message"": ""Task Specification: Start""}, {""ts"": 1741233691495, ""message"": ""UserTextComponent: Start""}, {""ts"": 1741233697111, ""message"": ""UserTextComponent: End""}, {""ts"": 1741233697117, ""message"": ""Task Specification: End""}]"
04d468c5fdf64cbeb282e139750047da$10683$Audio Transcription : Explicit Treatment$4682$"[{""ts"": 1741243051369, ""message"": ""Task Specification: Start""}, {""ts"": 1741243051419, ""message"": ""PlatformTextController: End""}, {""ts"": 1741243051454, ""message"": ""PlatformAudioController: End""}, {""ts"": 1741243051491, ""message"": ""UserTextComponent: Start""}, {""ts"": 1741243609577, ""message"": ""UserTextComponent: End""}, {""ts"": 1741243609629, ""message"": ""Task Specification: End""}]"
804799a59a4143ef96ebb3a90ee7bbd3$10683$Audio Transcription : Explicit Treatment$19190$"[{""ts"": 1741263685351, ""message"": ""Task Specification: Start""}, {""ts"": 1741263685361, ""message"": ""PlatformTextController: End""}, {""ts"": 1741263685369, ""message"": ""PlatformAudioController: End""}, {""ts"": 1741263685386, ""message"": ""UserTextComponent: Start""}, {""ts"": 1741263694281, ""message"": ""UserTextComponent: End""}, {""ts"": 1741263694296, ""message"": ""Task Specification: End""}]"
694f5accd4374190bde99ae50d86419c$10683$Audio Transcription : Explicit Treatment$41446$"[{""ts"": 1741219701204, ""message"": ""Task Specification: Start""}, {""ts"": 1741219701254, ""message"": ""PlatformTextController: End""}, {""ts"": 1741219701297, ""message"": ""PlatformAudioController: End""}, {""ts"": 1741219701316, ""message"": ""UserTextComponent: Start""}, {""ts"": 1741220358299, ""message"": ""UserTextComponent: End""}, {""ts"": 1741220358325, ""message"": ""Task Specification: End""}]"
90b1f17d70fb485db290bf7c090e2691$10683$Audio Transcription : Explicit Treatment$41446$"[{""ts"": 1741220612106, ""message"": ""Task Specification: Start""}, {""ts"": 1741220612123, ""message"": ""PlatformTextController: End""}, {""ts"": 1741220612137, ""message"": ""PlatformAudioController: End""}, {""ts"": 1741220612150, ""message"": ""UserTextComponent: Start""}, {""ts"": 1741220805539, ""message"": ""UserTextComponent: End""}, {""ts"": 1741220805558, ""message"": ""Task Specification: End""}]"
92552508fc794ab5a6786a1ee73843b0$10683$Audio Transcription : Explicit Treatment$42078$"[{""ts"": 1741239495874, ""message"": ""Task Specification: Start""}, {""ts"": 1741239495914, ""message"": ""PlatformTextController: End""}, {""ts"": 1741239495963, ""message"": ""PlatformAudioController: End""}, {""ts"": 1741239495996, ""message"": ""UserTextComponent: Start""}, {""ts"": 1741239516836, ""message"": ""UserTextController destroyed: User exited task screen""}, {""ts"": 1741341544568, ""message"": ""Task Specification: Start""}, {""ts"": 1741341544570, ""message"": ""UserTextComponent: Start""}, {""ts"": 1741341577467, ""message"": ""UserTextController destroyed: User exited task screen""}, {""ts"": 1741402992026, ""message"": ""Task Specification: Start""}, {""ts"": 1741402992048, ""message"": ""UserTextComponent: Start""}, {""ts"": 1741403539969, ""message"": ""UserTextComponent: End""}, {""ts"": 1741403540072, ""message"": ""Task Specification: End""}]"
