id$task_id$name$worker_id$logs
c37d10184ed74dbdbb471a0773ece78b$10684$Audio Transcription : Latent Treatment$5259$"[{""ts"": 1741882372021, ""message"": ""Task Specification: Start""}, {""ts"": 1741882372044, ""message"": ""PlatformAudioController: End""}, {""ts"": 1741882372054, ""message"": ""UserTextComponent: Start""}, {""ts"": 1741882722759, ""message"": ""UserTextComponent: End""}, {""ts"": 1741882722832, ""message"": ""Task Specification: End""}]"
d7a05dc101ae45ef9b10f90540ccbf35$10684$Audio Transcription : Latent Treatment$2255$"[{""ts"": 1741740454129, ""message"": ""Task Specification: Start""}, {""ts"": 1741740454161, ""message"": ""PlatformAudioController: End""}, {""ts"": 1741740454178, ""message"": ""UserTextComponent: Start""}, {""ts"": 1741740457837, ""message"": ""UserTextController destroyed: User exited task screen""}, {""ts"": 1741740500545, ""message"": ""Task Specification: Start""}, {""ts"": 1741740500546, ""message"": ""UserTextComponent: Start""}, {""ts"": 1741740507432, ""message"": ""UserTextController destroyed: User exited task screen""}, {""ts"": 1741740513773, ""message"": ""Task Specification: Start""}, {""ts"": 1741740513774, ""message"": ""UserTextComponent: Start""}, {""ts"": 1741740944680, ""message"": ""UserTextComponent: End""}, {""ts"": 1741740944711, ""message"": ""Task Specification: End""}]"
1c952962a5bc4922b7c709f9a4a56480$10684$Audio Transcription : Latent Treatment$5964$"[{""ts"": 1741699256965, ""message"": ""Task Specification: Start""}, {""ts"": 1741699257008, ""message"": ""PlatformAudioController: End""}, {""ts"": 1741699257043, ""message"": ""UserTextComponent: Start""}, {""ts"": 1741699277751, ""message"": ""UserTextController destroyed: User exited task screen""}, {""ts"": 1741699332252, ""message"": ""Task Specification: Start""}, {""ts"": 1741699332262, ""message"": ""UserTextComponent: Start""}, {""ts"": 1741699714537, ""message"": ""UserTextComponent: End""}, {""ts"": 1741699714673, ""message"": ""Task Specification: End""}]"
30e4770f34124b448778a2572380fac8$10684$Audio Transcription : Latent Treatment$27766$"[{""ts"": 1741234851560, ""message"": ""Task Specification: Start""}, {""ts"": 1741234851578, ""message"": ""PlatformAudioController: End""}, {""ts"": 1741234851601, ""message"": ""UserTextComponent: Start""}, {""ts"": 1741234889658, ""message"": ""UserTextComponent: End""}, {""ts"": 1741234889677, ""message"": ""Task Specification: End""}]"
df1392c57b85412c9aa8ab8d7b9d9af3$10684$Audio Transcription : Latent Treatment$2255$"[{""ts"": 1741194470553, ""message"": ""Task Specification: Start""}, {""ts"": 1741194470573, ""message"": ""PlatformAudioController: End""}, {""ts"": 1741194470593, ""message"": ""UserTextComponent: Start""}, {""ts"": 1741194497526, ""message"": ""UserTextController destroyed: User exited task screen""}, {""ts"": 1741226971260, ""message"": ""Task Specification: Start""}, {""ts"": 1741226971266, ""message"": ""UserTextComponent: Start""}, {""ts"": 1741226973981, ""message"": ""UserTextController destroyed: User exited task screen""}, {""ts"": 1741226977562, ""message"": ""Task Specification: Start""}, {""ts"": 1741226977565, ""message"": ""UserTextComponent: Start""}, {""ts"": 1741227724831, ""message"": ""UserTextComponent: End""}, {""ts"": 1741227724901, ""message"": ""Task Specification: End""}]"
001c3ebab07340029aaba69a1baba2a6$10684$Audio Transcription : Latent Treatment$41413$"[{""ts"": 1741196328822, ""message"": ""Task Specification: Start""}, {""ts"": 1741196328862, ""message"": ""PlatformAudioController: End""}, {""ts"": 1741196328892, ""message"": ""UserTextComponent: Start""}, {""ts"": 1741196622700, ""message"": ""UserTextComponent: End""}, {""ts"": 1741196622747, ""message"": ""Task Specification: End""}]"
e92a817c6cb440fa81bf6eba7eb436b1$10684$Audio Transcription : Latent Treatment$20493$"[{""ts"": 1741195332369, ""message"": ""Task Specification: Start""}, {""ts"": 1741195332383, ""message"": ""PlatformAudioController: End""}, {""ts"": 1741195332404, ""message"": ""UserTextComponent: Start""}, {""ts"": 1741195947763, ""message"": ""UserTextComponent: End""}, {""ts"": 1741195947783, ""message"": ""Task Specification: End""}]"
5a7c848edc864b0898f3fed0503e0493$10684$Audio Transcription : Latent Treatment$5259$"[{""ts"": 1741882844046, ""message"": ""Task Specification: Start""}, {""ts"": 1741882844093, ""message"": ""PlatformAudioController: End""}, {""ts"": 1741882844117, ""message"": ""UserTextComponent: Start""}, {""ts"": 1741883133587, ""message"": ""UserTextComponent: End""}, {""ts"": 1741883133640, ""message"": ""Task Specification: End""}]"
170c2e14d4e140d19c9c318ae8e3bd6b$10684$Audio Transcription : Latent Treatment$5259$"[{""ts"": 1741883680403, ""message"": ""Task Specification: Start""}, {""ts"": 1741883680422, ""message"": ""PlatformAudioController: End""}, {""ts"": 1741883680438, ""message"": ""UserTextComponent: Start""}, {""ts"": 1741883938628, ""message"": ""UserTextComponent: End""}, {""ts"": 1741883938658, ""message"": ""Task Specification: End""}]"
09ef094e069c4918805db683fd8a66f4$10684$Audio Transcription : Latent Treatment$39684$"[{""ts"": 1741263620201, ""message"": ""Task Specification: Start""}, {""ts"": 1741263620245, ""message"": ""PlatformAudioController: End""}, {""ts"": 1741263620265, ""message"": ""UserTextComponent: Start""}, {""ts"": 1741263677520, ""message"": ""UserTextComponent: End""}, {""ts"": 1741263677540, ""message"": ""Task Specification: End""}]"
