id$task_id$name$worker_id$logs
2e29cfb2282a440bb51af190fcb247cb$10685$Audio Transcription : Control$44727$"[{""ts"": 1742397406997, ""message"": ""Task Specification: Start""}, {""ts"": 1742397407003, ""message"": ""PlatformAudioController: End""}, {""ts"": 1742397407009, ""message"": ""UserTextComponent: Start""}, {""ts"": 1742397419211, ""message"": ""UserTextController destroyed: User exited task screen""}, {""ts"": 1742397420636, ""message"": ""Task Specification: Start""}, {""ts"": 1742397420637, ""message"": ""UserTextComponent: Start""}, {""ts"": 1742397436751, ""message"": ""UserTextController destroyed: User exited task screen""}, {""ts"": 1742397441343, ""message"": ""Task Specification: Start""}, {""ts"": 1742397441344, ""message"": ""UserTextComponent: Start""}, {""ts"": 1742397478623, ""message"": ""UserTextComponent: End""}, {""ts"": 1742397478637, ""message"": ""Task Specification: End""}]"
552823d38caf447b96b90d5e1535e652$10685$Audio Transcription : Control$44727$"[{""ts"": 1742397576858, ""message"": ""Task Specification: Start""}, {""ts"": 1742397576868, ""message"": ""PlatformAudioController: End""}, {""ts"": 1742397576886, ""message"": ""UserTextComponent: Start""}, {""ts"": 1742397628738, ""message"": ""UserTextComponent: End""}, {""ts"": 1742397628756, ""message"": ""Task Specification: End""}]"
59ef4091d3cd457fb1637ddf7cdab905$10685$Audio Transcription : Control$44727$"[{""ts"": 1742397511566, ""message"": ""Task Specification: Start""}, {""ts"": 1742397511579, ""message"": ""PlatformAudioController: End""}, {""ts"": 1742397511594, ""message"": ""UserTextComponent: Start""}, {""ts"": 1742397516899, ""message"": ""UserTextController destroyed: User exited task screen""}, {""ts"": 1742397536667, ""message"": ""Task Specification: Start""}, {""ts"": 1742397536667, ""message"": ""UserTextComponent: Start""}, {""ts"": 1742397576745, ""message"": ""UserTextComponent: End""}, {""ts"": 1742397576774, ""message"": ""Task Specification: End""}]"
06abc3fcfbf544d08d1b9d572c9100f0$10685$Audio Transcription : Control$44727$"[{""ts"": 1742398287730, ""message"": ""Task Specification: Start""}, {""ts"": 1742398287733, ""message"": ""PlatformAudioController: End""}, {""ts"": 1742398287738, ""message"": ""UserTextComponent: Start""}, {""ts"": 1742398561341, ""message"": ""UserTextComponent: End""}, {""ts"": 1742398561355, ""message"": ""Task Specification: End""}]"
0f80116934044d9b8c209ddf56b76ef7$10685$Audio Transcription : Control$44727$"[{""ts"": 1742397687702, ""message"": ""Task Specification: Start""}, {""ts"": 1742397687717, ""message"": ""PlatformAudioController: End""}, {""ts"": 1742397687736, ""message"": ""UserTextComponent: Start""}, {""ts"": 1742397934233, ""message"": ""UserTextComponent: End""}, {""ts"": 1742397934250, ""message"": ""Task Specification: End""}]"
f11f38845e914f79ad127c098f9087bb$10685$Audio Transcription : Control$44727$"[{""ts"": 1742398966240, ""message"": ""Task Specification: Start""}, {""ts"": 1742398966245, ""message"": ""PlatformAudioController: End""}, {""ts"": 1742398966257, ""message"": ""UserTextComponent: Start""}, {""ts"": 1742399146377, ""message"": ""UserTextComponent: End""}, {""ts"": 1742399146395, ""message"": ""Task Specification: End""}]"
6acd0fded9ca46d38b230127f937d479$10685$Audio Transcription : Control$44727$"[{""ts"": 1742397934332, ""message"": ""Task Specification: Start""}, {""ts"": 1742397934346, ""message"": ""PlatformAudioController: End""}, {""ts"": 1742397934359, ""message"": ""UserTextComponent: Start""}, {""ts"": 1742398287646, ""message"": ""UserTextComponent: End""}, {""ts"": 1742398287664, ""message"": ""Task Specification: End""}]"
d1ec0525971c46a2b60f2c461a7d5379$10685$Audio Transcription : Control$44727$"[{""ts"": 1742398824396, ""message"": ""Task Specification: Start""}, {""ts"": 1742398824407, ""message"": ""PlatformAudioController: End""}, {""ts"": 1742398824426, ""message"": ""UserTextComponent: Start""}, {""ts"": 1742398966126, ""message"": ""UserTextComponent: End""}, {""ts"": 1742398966148, ""message"": ""Task Specification: End""}]"
e40ed99f160f496c88ad855729c1d8f4$10685$Audio Transcription : Control$44727$"[{""ts"": 1742398561511, ""message"": ""Task Specification: Start""}, {""ts"": 1742398561526, ""message"": ""PlatformAudioController: End""}, {""ts"": 1742398561547, ""message"": ""UserTextComponent: Start""}, {""ts"": 1742398824313, ""message"": ""UserTextComponent: End""}, {""ts"": 1742398824331, ""message"": ""Task Specification: End""}]"
0ccf7bd6df1e49929291bacf3b7e3137$10685$Audio Transcription : Control$2342$"[{""ts"": 1741795047970, ""message"": ""Task Specification: Start""}, {""ts"": 1741795047985, ""message"": ""PlatformAudioController: End""}, {""ts"": 1741795048007, ""message"": ""UserTextComponent: Start""}, {""ts"": 1741795079908, ""message"": ""UserTextComponent: End""}, {""ts"": 1741795079916, ""message"": ""Task Specification: End""}]"
92b685d4faf7411881f32dcc4b08d615$10685$Audio Transcription : Control$41373$"[{""ts"": 1741944172655, ""message"": ""Task Specification: Start""}, {""ts"": 1741944172668, ""message"": ""PlatformAudioController: End""}, {""ts"": 1741944172694, ""message"": ""UserTextComponent: Start""}, {""ts"": 1741944223294, ""message"": ""UserTextComponent: End""}, {""ts"": 1741944223309, ""message"": ""Task Specification: End""}]"
